companyName,employees,industry,linkedin_id,page,revenue,source_url,url
Babel,"3,5 mil+ empleados",Servicios y consultoría de TI,457668,[4],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=4&savedSearchId=1980479034&sessionId=HsREK9pxRlOyzkrWFsus7w%3D%3D,https://www.linkedin.com/company/457668/
Dia España,2 mil+ empleados,Comercio al por menor,10612633,[5],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=5&savedSearchId=1980479034&sessionId=GPbIS9ATTomH9uF89ZXu6A%3D%3D,https://www.linkedin.com/company/10612633/
Universitat de València,6 mil+ empleados,Enseñanza superior,19168,[5],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=5&savedSearchId=1980479034&sessionId=GPbIS9ATTomH9uF89ZXu6A%3D%3D,https://www.linkedin.com/company/19168/
Universitat Politècnica de Catalunya (UPC),5 mil+ empleados,Enseñanza superior,166622,[5],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=5&savedSearchId=1980479034&sessionId=GPbIS9ATTomH9uF89ZXu6A%3D%3D,https://www.linkedin.com/company/166622/
VASS,"2,5 mil+ empleados",Servicios y consultoría de TI,19651,[5],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=5&savedSearchId=1980479034&sessionId=GPbIS9ATTomH9uF89ZXu6A%3D%3D,https://www.linkedin.com/company/19651/
Telefónica Tech,"4,5 mil+ empleados",Telecomunicaciones,70521348,[5],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=5&savedSearchId=1980479034&sessionId=GPbIS9ATTomH9uF89ZXu6A%3D%3D,https://www.linkedin.com/company/70521348/
Garrigues,"2,5 mil+ empleados",Servicios jurídicos,9918,[5],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=5&savedSearchId=1980479034&sessionId=GPbIS9ATTomH9uF89ZXu6A%3D%3D,https://www.linkedin.com/company/9918/
Universidad de Salamanca,4 mil+ empleados,Enseñanza superior,57126,[5],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=5&savedSearchId=1980479034&sessionId=GPbIS9ATTomH9uF89ZXu6A%3D%3D,https://www.linkedin.com/company/57126/
Universidad Rey Juan Carlos,"4,5 mil+ empleados",Enseñanza superior,21522,[5],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=5&savedSearchId=1980479034&sessionId=GPbIS9ATTomH9uF89ZXu6A%3D%3D,https://www.linkedin.com/company/21522/
Universidad Carlos III de Madrid,4 mil+ empleados,Enseñanza superior,13120,[5],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=5&savedSearchId=1980479034&sessionId=GPbIS9ATTomH9uF89ZXu6A%3D%3D,https://www.linkedin.com/company/13120/
MediaMarkt España,8 mil+ empleados,Comercio al por menor,15076902,[5],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=5&savedSearchId=1980479034&sessionId=GPbIS9ATTomH9uF89ZXu6A%3D%3D,https://www.linkedin.com/company/15076902/
LALIGA,1 mil+ empleado,Espectáculos deportivos,670735,[5],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=5&savedSearchId=1980479034&sessionId=GPbIS9ATTomH9uF89ZXu6A%3D%3D,https://www.linkedin.com/company/670735/
VML THE COCKTAIL,1 mil+ empleado,Consultoría y servicios a empresas,60972,[5],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=5&savedSearchId=1980479034&sessionId=GPbIS9ATTomH9uF89ZXu6A%3D%3D,https://www.linkedin.com/company/60972/
Hotelbeds,2 mil+ empleados,"Ocio, viajes y turismo",5014500,[5],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=5&savedSearchId=1980479034&sessionId=GPbIS9ATTomH9uF89ZXu6A%3D%3D,https://www.linkedin.com/company/5014500/
atSistemas,408 empleados,Servicios y consultoría de TI,793394,[5],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=5&savedSearchId=1980479034&sessionId=GPbIS9ATTomH9uF89ZXu6A%3D%3D,https://www.linkedin.com/company/793394/
Universidad Nebrija,2 mil+ empleados,Enseñanza superior,43360,[5],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=5&savedSearchId=1980479034&sessionId=GPbIS9ATTomH9uF89ZXu6A%3D%3D,https://www.linkedin.com/company/43360/
ESIC Business & Marketing School,"1,5 mil+ empleado",Enseñanza superior,15106496,[5],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=5&savedSearchId=1980479034&sessionId=GPbIS9ATTomH9uF89ZXu6A%3D%3D,https://www.linkedin.com/company/15106496/
Damm,"1,5 mil+ empleado",Servicios de alimentos y bebidas,919361,[5],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=5&savedSearchId=1980479034&sessionId=GPbIS9ATTomH9uF89ZXu6A%3D%3D,https://www.linkedin.com/company/919361/
"Hijos de Rivera, S.A.U.",1 mil+ empleado,Servicios de alimentos y bebidas,10047761,[5],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=5&savedSearchId=1980479034&sessionId=GPbIS9ATTomH9uF89ZXu6A%3D%3D,https://www.linkedin.com/company/10047761/
Air Europa,"2,5 mil+ empleados",Aeronáutica y aviación,45858,[5],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=5&savedSearchId=1980479034&sessionId=GPbIS9ATTomH9uF89ZXu6A%3D%3D,https://www.linkedin.com/company/45858/
VIEWNEXT,4 mil+ empleados,Servicios y consultoría de TI,11885,[5],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=5&savedSearchId=1980479034&sessionId=GPbIS9ATTomH9uF89ZXu6A%3D%3D,https://www.linkedin.com/company/11885/
Stradivarius,5 mil+ empleados,Comercio al por menor de prendas de vestir y moda,3286385,[5],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=5&savedSearchId=1980479034&sessionId=GPbIS9ATTomH9uF89ZXu6A%3D%3D,https://www.linkedin.com/company/3286385/
ISDIN,2 mil+ empleados,Fabricación de productos farmacéuticos,380614,[5],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=5&savedSearchId=1980479034&sessionId=GPbIS9ATTomH9uF89ZXu6A%3D%3D,https://www.linkedin.com/company/380614/
PrimeIT España,372 empleados,Servicios y tecnologías de la información,18290408,[5],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=5&savedSearchId=1980479034&sessionId=GPbIS9ATTomH9uF89ZXu6A%3D%3D,https://www.linkedin.com/company/18290408/
PULL&BEAR,6 mil+ empleados,Comercio al por menor de prendas de vestir y moda,5285447,[5],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=5&savedSearchId=1980479034&sessionId=GPbIS9ATTomH9uF89ZXu6A%3D%3D,https://www.linkedin.com/company/5285447/
IMAN GROUP,"1,5 mil+ empleado",Consultoría y servicios a empresas,720834,[5],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=5&savedSearchId=1980479034&sessionId=GPbIS9ATTomH9uF89ZXu6A%3D%3D,https://www.linkedin.com/company/720834/
Iberdrola Power,293 empleados,Generación de energía renovable,18958059,[6],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=6&savedSearchId=1980479034&sessionId=x%2B1%2Fk%2FoqQCSMgS%2F%2Bfud7Iw%3D%3D,https://www.linkedin.com/company/18958059/
Grenergy,682 empleados,Generación de energía renovable,950516,[6],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=6&savedSearchId=1980479034&sessionId=x%2B1%2Fk%2FoqQCSMgS%2F%2Bfud7Iw%3D%3D,https://www.linkedin.com/company/950516/
Universitat Pompeu Fabra - Barcelona,"3,5 mil+ empleados",Enseñanza superior,9520,[6],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=6&savedSearchId=1980479034&sessionId=x%2B1%2Fk%2FoqQCSMgS%2F%2Bfud7Iw%3D%3D,https://www.linkedin.com/company/9520/
Antolin,"7,5 mil+ empleados",Fabricación de vehículos de motor,17560,[6],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=6&savedSearchId=1980479034&sessionId=x%2B1%2Fk%2FoqQCSMgS%2F%2Bfud7Iw%3D%3D,https://www.linkedin.com/company/17560/
ILUNION,"7,5 mil+ empleados",Consultoría y servicios a empresas,947372,[6],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=6&savedSearchId=1980479034&sessionId=x%2B1%2Fk%2FoqQCSMgS%2F%2Bfud7Iw%3D%3D,https://www.linkedin.com/company/947372/
ING España & Portugal,1 mil+ empleado,Banca,2105579,[6],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=6&savedSearchId=1980479034&sessionId=x%2B1%2Fk%2FoqQCSMgS%2F%2Bfud7Iw%3D%3D,https://www.linkedin.com/company/2105579/
NUDE PROJECT,238 empleados,Comercio al por menor de prendas de vestir y moda,34605158,[6],10 mills. US$ - 20 mills. US$,https://www.linkedin.com/sales/search/company?page=6&savedSearchId=1980479034&sessionId=x%2B1%2Fk%2FoqQCSMgS%2F%2Bfud7Iw%3D%3D,https://www.linkedin.com/company/34605158/
Universidad Pontificia Comillas ICAI-ICADE,"2,5 mil+ empleados",Enseñanza superior,1007594,[6],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=6&savedSearchId=1980479034&sessionId=x%2B1%2Fk%2FoqQCSMgS%2F%2Bfud7Iw%3D%3D,https://www.linkedin.com/company/1007594/
AGENCIA ESPAÑOLA DE COOPERACION INTERNACIONAL PARA EL DESARROLLO - AECID,719 empleados,Administración pública,1800690,[6],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=6&savedSearchId=1980479034&sessionId=x%2B1%2Fk%2FoqQCSMgS%2F%2Bfud7Iw%3D%3D,https://www.linkedin.com/company/1800690/
GRUP MEDIAPRO,3 mil+ empleados,Producción multimedia,19194,[6],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=6&savedSearchId=1980479034&sessionId=x%2B1%2Fk%2FoqQCSMgS%2F%2Bfud7Iw%3D%3D,https://www.linkedin.com/company/19194/
Soltec,"1,5 mil+ empleado",Generación de energía eléctrica solar,1318480,[6],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=6&savedSearchId=1980479034&sessionId=x%2B1%2Fk%2FoqQCSMgS%2F%2Bfud7Iw%3D%3D,https://www.linkedin.com/company/1318480/
Universidad de Málaga,"4,5 mil+ empleados",Enseñanza superior,333206,[6],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=6&savedSearchId=1980479034&sessionId=x%2B1%2Fk%2FoqQCSMgS%2F%2Bfud7Iw%3D%3D,https://www.linkedin.com/company/333206/
TYPSA,"2,5 mil+ empleados",Servicios de ingeniería,31750,[6],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=6&savedSearchId=1980479034&sessionId=x%2B1%2Fk%2FoqQCSMgS%2F%2Bfud7Iw%3D%3D,https://www.linkedin.com/company/31750/
Mecalux,"2,5 mil+ empleados","Transporte, logística, cadena de suministro y almacenamiento",37777,[6],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=6&savedSearchId=1980479034&sessionId=x%2B1%2Fk%2FoqQCSMgS%2F%2Bfud7Iw%3D%3D,https://www.linkedin.com/company/37777/
Between Technology,768 empleados,Servicios y consultoría de TI,155025,[6],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=6&savedSearchId=1980479034&sessionId=x%2B1%2Fk%2FoqQCSMgS%2F%2Bfud7Iw%3D%3D,https://www.linkedin.com/company/155025/
hiberus,3 mil+ empleados,Servicios y consultoría de TI,2457666,[6],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=6&savedSearchId=1980479034&sessionId=x%2B1%2Fk%2FoqQCSMgS%2F%2Bfud7Iw%3D%3D,https://www.linkedin.com/company/2457666/
Axpe Consulting,628 empleados,Servicios y consultoría de TI,30625,[6],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=6&savedSearchId=1980479034&sessionId=x%2B1%2Fk%2FoqQCSMgS%2F%2Bfud7Iw%3D%3D,https://www.linkedin.com/company/30625/
Sngular,1 mil+ empleado,Servicios y tecnologías de la información,10196036,[6],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=6&savedSearchId=1980479034&sessionId=x%2B1%2Fk%2FoqQCSMgS%2F%2Bfud7Iw%3D%3D,https://www.linkedin.com/company/10196036/
Exeltis,2 mil+ empleados,Fabricación de productos farmacéuticos,10272675,[6],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=6&savedSearchId=1980479034&sessionId=x%2B1%2Fk%2FoqQCSMgS%2F%2Bfud7Iw%3D%3D,https://www.linkedin.com/company/10272675/
Applus+ IDIADA,"2,5 mil+ empleados",Servicios de ingeniería,59027,[6],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=6&savedSearchId=1980479034&sessionId=x%2B1%2Fk%2FoqQCSMgS%2F%2Bfud7Iw%3D%3D,https://www.linkedin.com/company/59027/
Fundae Fundación Estatal para la Formación en el Empleo,679 empleados,Servicios públicos,448690,[6],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=6&savedSearchId=1980479034&sessionId=x%2B1%2Fk%2FoqQCSMgS%2F%2Bfud7Iw%3D%3D,https://www.linkedin.com/company/448690/
Entelgy,"1,5 mil+ empleado",Servicios y consultoría de TI,502847,[6],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=6&savedSearchId=1980479034&sessionId=x%2B1%2Fk%2FoqQCSMgS%2F%2Bfud7Iw%3D%3D,https://www.linkedin.com/company/502847/
HBX Group,1 mil+ empleado,"Tecnología, información e internet",98884565,[6],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=6&savedSearchId=1980479034&sessionId=x%2B1%2Fk%2FoqQCSMgS%2F%2Bfud7Iw%3D%3D,https://www.linkedin.com/company/98884565/
Oysho,"1,5 mil+ empleado",Comercio al por menor,10650750,[6],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=6&savedSearchId=1980479034&sessionId=x%2B1%2Fk%2FoqQCSMgS%2F%2Bfud7Iw%3D%3D,https://www.linkedin.com/company/10650750/
Experis España,418 empleados,Servicios y consultoría de TI,65441462,[6],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=6&savedSearchId=1980479034&sessionId=x%2B1%2Fk%2FoqQCSMgS%2F%2Bfud7Iw%3D%3D,https://www.linkedin.com/company/65441462/
Mutua Madrileña,2 mil+ empleados,Seguros,104284,[7],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=7&savedSearchId=1980479034&sessionId=6EWaeI5ITrqbtc%2Bhlq2vHA%3D%3D,https://www.linkedin.com/company/104284/
ManpowerGroup España,267 empleados,Servicios de recursos humanos,1944366,[7],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=7&savedSearchId=1980479034&sessionId=6EWaeI5ITrqbtc%2Bhlq2vHA%3D%3D,https://www.linkedin.com/company/1944366/
Excelia,343 empleados,Servicios y consultoría de TI,735796,[7],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=7&savedSearchId=1980479034&sessionId=6EWaeI5ITrqbtc%2Bhlq2vHA%3D%3D,https://www.linkedin.com/company/735796/
BBVA en España,"2,5 mil+ empleados",Banca,3101077,[7],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=7&savedSearchId=1980479034&sessionId=6EWaeI5ITrqbtc%2Bhlq2vHA%3D%3D,https://www.linkedin.com/company/3101077/
Universidad de Zaragoza,"4,5 mil+ empleados",Gestión educativa,166616,[7],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=7&savedSearchId=1980479034&sessionId=6EWaeI5ITrqbtc%2Bhlq2vHA%3D%3D,https://www.linkedin.com/company/166616/
"Securitas Direct, part of Verisure",8 mil+ empleados,Servicios al consumidor,1701217,[7],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=7&savedSearchId=1980479034&sessionId=6EWaeI5ITrqbtc%2Bhlq2vHA%3D%3D,https://www.linkedin.com/company/1701217/
Zelestra,1 mil+ empleado,Generación de energía renovable,848404,[7],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=7&savedSearchId=1980479034&sessionId=6EWaeI5ITrqbtc%2Bhlq2vHA%3D%3D,https://www.linkedin.com/company/848404/
Fundación Adecco,540 empleados,Servicios de recursos humanos,3507314,[7],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=7&savedSearchId=1980479034&sessionId=6EWaeI5ITrqbtc%2Bhlq2vHA%3D%3D,https://www.linkedin.com/company/3507314/
INECO,"5,5 mil+ empleados",Ingeniería civil,39127,[7],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=7&savedSearchId=1980479034&sessionId=6EWaeI5ITrqbtc%2Bhlq2vHA%3D%3D,https://www.linkedin.com/company/39127/
Laboratorios Normon,2 mil+ empleados,Fabricación de productos farmacéuticos,9209025,[7],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=7&savedSearchId=1980479034&sessionId=6EWaeI5ITrqbtc%2Bhlq2vHA%3D%3D,https://www.linkedin.com/company/9209025/
BIMBA Y LOLA,"1,5 mil+ empleado",Comercio al por menor de prendas de vestir y moda,1250060,[7],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=7&savedSearchId=1980479034&sessionId=6EWaeI5ITrqbtc%2Bhlq2vHA%3D%3D,https://www.linkedin.com/company/1250060/
Altia,"1,5 mil+ empleado",Servicios y consultoría de TI,898268,[7],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=7&savedSearchId=1980479034&sessionId=6EWaeI5ITrqbtc%2Bhlq2vHA%3D%3D,https://www.linkedin.com/company/898268/
Grupo Tragsa,5 mil+ empleados,Servicios medioambientales,71362,[7],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=7&savedSearchId=1980479034&sessionId=6EWaeI5ITrqbtc%2Bhlq2vHA%3D%3D,https://www.linkedin.com/company/71362/
Insud Pharma,890 empleados,Fabricación de productos farmacéuticos,18311162,[7],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=7&savedSearchId=1980479034&sessionId=6EWaeI5ITrqbtc%2Bhlq2vHA%3D%3D,https://www.linkedin.com/company/18311162/
Werfen,3 mil+ empleados,Fabricación de equipo médico,3200228,[7],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=7&savedSearchId=1980479034&sessionId=6EWaeI5ITrqbtc%2Bhlq2vHA%3D%3D,https://www.linkedin.com/company/3200228/
Optimissa,522 empleados,Servicios y consultoría de TI,293379,[7],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=7&savedSearchId=1980479034&sessionId=6EWaeI5ITrqbtc%2Bhlq2vHA%3D%3D,https://www.linkedin.com/company/293379/
CEF Centro de Estudios Financieros,"2,5 mil+ empleados",Enseñanza superior,437584,[7],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=7&savedSearchId=1980479034&sessionId=6EWaeI5ITrqbtc%2Bhlq2vHA%3D%3D,https://www.linkedin.com/company/437584/
Universidad de Alcalá,3 mil+ empleados,Gestión educativa,47844,[7],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=7&savedSearchId=1980479034&sessionId=6EWaeI5ITrqbtc%2Bhlq2vHA%3D%3D,https://www.linkedin.com/company/47844/
Chemo,2 mil+ empleados,Fabricación de productos farmacéuticos,137280,[7],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=7&savedSearchId=1980479034&sessionId=6EWaeI5ITrqbtc%2Bhlq2vHA%3D%3D,https://www.linkedin.com/company/137280/
